index,County,(To sort by county and year),(To sort by year and county),Year,State and County FIPS Code,Total Actual Costs,Total Standardized Costs,Total Standardized Risk-Adjusted Costs,Actual Per Capita Costs,Standardized Per Capita Costs,Standardized Risk-Adjusted Per Capita Costs,IP Actual Costs,IP Actual Costs as % of Total Actual Costs,IP Per Capita Actual Costs,IP Per User Actual Costs,IP Standardized Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,IP Users (with a covered stay),% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,PAC: LTCH Actual Costs,PAC: LTCH Actual Costs as % of Total Actual Costs,PAC: LTCH Per Capita Actual Costs,PAC: LTCH Per User Actual Costs,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: LTCH Covered Stays Per 1000 Beneficiaries,PAC: LTCH Covered Days Per 1000 Beneficiaries,PAC: IRF Actual Costs,PAC: IRF Actual Costs as % of Total Actual Costs,PAC: IRF Per Capita Actual Costs,PAC: IRF Per User Actual Costs,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: IRF Covered Days Per 1000 Beneficiaries,PAC: SNF Actual Costs,PAC: SNF Actual Costs as % of Total Actual Costs,PAC: SNF Per Capita Actual Costs,PAC: SNF Per User Actual Costs,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: HH Actual Costs,PAC: HH Actual Costs as % of Total Actual Costs,PAC: HH Per Capita Actual Costs,PAC: HH Per User Actual Costs,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,PAC: HH Visits Per 1000 Beneficiaries,Hospice Actual Costs,Hospice Actual Costs as % of Total Actual Costs,Hospice Per Capita Actual Costs,Hospice Per User Actual Costs,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,OP Actual Costs,OP Actual Costs as % of Total Actual Costs,OP Per Capita Actual Costs,OP Per User Actual Costs,OP Standardized Costs,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,FQHC/RHC Actual Costs,FQHC/RHC Actual Costs as % of Total Actual Costs,FQHC/RHC Per Capita Actual Costs,FQHC/RHC Per User Actual Costs,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Outpatient Dialysis Facility Actual Costs,Outpatient Dialysis Facility Actual Costs as % of Total Actual Costs,Outpatient Dialysis Facility Per Capita Actual Costs,Outpatient Dialysis Facility Per User Actual Costs,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,ASC Actual Costs,ASC Actual Costs as % of Total Actual Costs,ASC Per Capita Actual Costs,ASC Per User Actual Costs,ASC Standardized Costs,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,E&M Actual Costs,E&M Actual Costs as % of Total Actual Costs,E&M Per Capita Actual Costs,E&M Per User Actual Costs,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Actual Costs,Procedures Actual Costs as % of Total Actual Costs,Procedures Per Capita Actual Costs,Procedures Per User Actual Costs,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Imaging Actual Costs,Imaging Actual Costs as % of Total Actual Costs,Imaging Per Capita Actual Costs,Imaging Per User Actual Costs,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Actual Costs,DME Actual Costs as % of Total Actual Costs,DME Per Capita Actual Costs,DME Per User Actual Costs,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Tests Actual Costs,Tests Actual Costs as % of Total Actual Costs,Tests Per Capita Actual Costs,Tests Per User Actual Costs,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Part B Drugs Actual Costs,Part B Drugs Actual Costs as % of Total Actual Costs,Part B Drugs Per Capita Actual Costs,Part B Drugs Per User Actual Costs,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Ambulance Actual Costs,Ambulance Actual Costs as % of Total Actual Costs,Ambulance Per Capita Actual Costs,Ambulance Per User Actual Costs,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries
52,GRANT,530252008.0,200853025.0,2008,53025,$76752026.00,$72702734.00,$87154940.00,$7454.00,$7061.00,$8464.00,$26247720.00,34.2%,$2549.00,$15076.00,$21771370.00,30%,$2114.00,$12505.00,"* 1,741",16.9%,244,1144,,,,,,,,,,,,,$996226.00,1.3%,$97.00,$20755.00,$905057.00,1.2%,$88.00,$18855.00,48.0,0.5%,5.0,75.0,$9537487.00,12.4%,$926.00,$20467.00,$9257070.00,12.7%,$899.00,$19865.00,466,4.5%,58,1525,$626554.00,0.8%,$61.00,$2822.00,$595994.00,0.8%,$58.00,$2685.00,222.0,2.2%,31.0,281.0,$537914.00,0.7%,$52.00,$6183.00,$508819.00,0.7%,$49.00,$5848.00,87.0,0.8%,8.0,349.0,$10295688.00,13.4%,$1000.00,$1597.00,$9951366.00,13.7%,$966.00,$1544.00,6447,62.6%,3240,$3881218.00,5.1%,$377.00,$505.00,$4022778.00,5.5%,$391.00,$524.00,7680,74.6%,4256,$2326851.00,3%,$226.00,$22374.00,$2302661.00,3.2%,$224.00,$22141.00,104.0,1%,"* 1,413",$746478.00,1%,$72.00,$618.00,$756651.00,1%,73.48,626.89,1207,11.7%,203,$3618933.00,4.7%,$351.00,$452.00,$3773146.00,5.2%,$366.00,$471.00,8012,77.8%,5715,$5195347.00,6.8%,$505.00,$937.00,$5475447.00,7.5%,$532.00,$987.00,5547,53.9%,3803,$2764803.00,3.6%,$269.00,$408.00,$2950307.00,4.1%,$287.00,$435.00,6778,65.8%,3725,$2960178.00,3.9%,$287.00,$816.00,$2992688.00,4.1%,$291.00,$825.00,3627,35.2%,2655,$1870740.00,2.4%,$182.00,$244.00,$1934496.00,2.7%,$188.00,$252.00,7667,74.5%,9068,$2502811.00,3.3%,$243.00,$701.00,$2502811.00,3.4%,$243.00,$701.00,3572,34.7%,$1614812.00,2.1%,$157.00,$1301.00,$1543406.00,2.1%,$150.00,$1243.00,1242,12.1%,265,318.0,13.3%,6017,584
53,GRAYS HARBOR,530272008.0,200853027.0,2008,53027,$95729991.00,$87010996.00,$100136874.00,$7469.00,$6789.00,$7813.00,$39656577.00,41.4%,$3094.00,$16712.00,$31738729.00,36.5%,$2476.00,$13375.00,"* 2,373",18.5%,298,1304,,,,,,,,,,,,,$927531.00,1%,$72.00,$18929.00,$783931.00,0.9%,$61.00,$15999.00,49.0,0.4%,4.0,48.0,$8828634.00,9.2%,$689.00,$13256.00,$8433595.00,9.7%,$658.00,$12663.00,666,5.2%,71,1896,$2615181.00,2.7%,$204.00,$4011.00,$2526818.00,2.9%,$197.00,$3875.00,652.0,5.1%,83.0,1431.0,$1095190.00,1.1%,$85.00,$8173.00,$1034872.00,1.2%,$81.00,$7723.00,134.0,1.1%,11.0,577.0,$12776495.00,13.4%,$997.00,$1694.00,$12218838.00,14%,$953.00,$1620.00,7541,58.8%,2844,$852051.00,0.9%,$66.00,$390.00,$877329.00,1%,$68.00,$402.00,2185,17.1%,871,$1733654.00,1.8%,$135.00,$21671.00,$1696134.00,2%,$132.00,$21202.00,80.0,0.6%,* 965,$669991.00,0.7%,$52.00,$800.00,$742168.00,0.9%,57.91,886.7,837,6.5%,119,$6889979.00,7.2%,$538.00,$626.00,$7111192.00,8.2%,$555.00,$646.00,11007,85.9%,9042,$6016172.00,6.3%,$469.00,$865.00,$6222134.00,7.1%,$485.00,$895.00,6954,54.3%,3855,$2545376.00,2.7%,$199.00,$299.00,$2591234.00,3%,$202.00,$304.00,8510,66.4%,3616,$3094064.00,3.2%,$241.00,$819.00,$3108364.00,3.6%,$243.00,$823.00,3778,29.5%,2223,$2618818.00,2.7%,$204.00,$260.00,$2685178.00,3.1%,$210.00,$267.00,10058,78.5%,10004,$1814928.00,1.9%,$142.00,$279.00,$1814928.00,2.1%,$142.00,$279.00,6504,50.7%,$2281395.00,2.4%,$178.00,$1281.00,$2169053.00,2.5%,$169.00,$1218.00,1780,13.9%,386,676.0,18.4%,8949,698
54,ISLAND,530292008.0,200853029.0,2008,53029,$65358953.00,$60915946.00,$79732836.00,$6031.00,$5621.00,$7357.00,$23254354.00,35.6%,$2146.00,$14310.00,$19059322.00,31.3%,$1759.00,$11729.00,"* 1,625",15%,210,924,,,,,,,,,,,,,$509066.00,0.8%,$47.00,$20363.00,$422979.00,0.7%,$39.00,$16919.00,25.0,0.2%,2.0,33.0,$3855587.00,5.9%,$356.00,$10041.00,$3698703.00,6.1%,$341.00,$9632.00,384,3.5%,45,941,$1473812.00,2.3%,$136.00,$2818.00,$1389877.00,2.3%,$128.00,$2658.00,523.0,4.8%,66.0,708.0,$1379596.00,2.1%,$127.00,$9715.00,$1274565.00,2.1%,$118.00,$8976.00,142.0,1.3%,13.0,851.0,$12517217.00,19.2%,$1155.00,$1702.00,$12165600.00,20%,$1123.00,$1654.00,7355,67.9%,4238,$643986.00,1%,$59.00,$378.00,$649877.00,1.1%,$60.00,$381.00,1705,15.7%,701,$1361954.00,2.1%,$126.00,$21967.00,$1326012.00,2.2%,$122.00,$21387.00,62.0,0.6%,* 916,$774027.00,1.2%,$71.00,$695.00,$863338.00,1.4%,79.67,774.99,1114,10.3%,166,$5493915.00,8.4%,$507.00,$577.00,$5725408.00,9.4%,$528.00,$601.00,9528,87.9%,8839,$5053323.00,7.7%,$466.00,$771.00,$5162929.00,8.5%,$476.00,$787.00,6557,60.5%,4261,$2058323.00,3.2%,$190.00,$280.00,$2186526.00,3.6%,$202.00,$297.00,7362,67.9%,3361,$1820059.00,2.8%,$168.00,$681.00,$1826163.00,3%,$169.00,$683.00,2674,24.7%,1448,$1997263.00,3.1%,$184.00,$245.00,$2065923.00,3.4%,$191.00,$253.00,8151,75.2%,7613,$1373703.00,2.1%,$127.00,$238.00,$1373703.00,2.3%,$127.00,$238.00,5776,53.3%,$638757.00,1%,$59.00,$1349.00,$597645.00,1%,$55.00,$1262.00,474,4.4%,100,291.0,13.3%,5482,506
55,JEFFERSON,530312008.0,200853031.0,2008,53031,$48934871.00,$46118919.00,$62005558.00,$6645.00,$6263.00,$8420.00,$17785160.00,36.3%,$2415.00,$16008.00,$15115325.00,32.8%,$2053.00,$13605.00,"* 1,111",15.1%,222,901,,,,,,,,,,,,,$234073.00,0.5%,$32.00,$16719.00,$206109.00,0.4%,$28.00,$14722.00,14.0,0.2%,2.0,23.0,$3445520.00,7%,$468.00,$12667.00,$3286939.00,7.1%,$446.00,$12084.00,272,3.7%,50,1286,$1256696.00,2.6%,$171.00,$3142.00,$1206894.00,2.6%,$164.00,$3017.00,400.0,5.4%,73.0,939.0,$1893866.00,3.9%,$257.00,$10947.00,$1767776.00,3.8%,$240.00,$10218.00,173.0,2.4%,25.0,1739.0,$7685074.00,15.7%,$1044.00,$1445.00,$7444460.00,16.1%,$1011.00,$1400.00,5318,72.2%,4963,$1646873.00,3.4%,$224.00,$545.00,$1724863.00,3.7%,$234.00,$571.00,3023,41.1%,1668,$370702.00,0.8%,$50.00,$20595.00,$363456.00,0.8%,$49.00,$20192.00,18.0,0.2%,* 403,$815833.00,1.7%,$111.00,$764.00,$848527.00,1.8%,115.23,794.5,1068,14.5%,256,$3286280.00,6.7%,$446.00,$519.00,$3418126.00,7.4%,$464.00,$540.00,6333,86%,7848,$3392919.00,6.9%,$461.00,$776.00,$3484525.00,7.6%,$473.00,$797.00,4373,59.4%,3727,$1529298.00,3.1%,$208.00,$306.00,$1709308.00,3.7%,$232.00,$343.00,4990,67.8%,2990,$1422098.00,2.9%,$193.00,$785.00,$1425528.00,3.1%,$194.00,$787.00,1811,24.6%,1532,$1102083.00,2.3%,$150.00,$239.00,$1142175.00,2.5%,$155.00,$248.00,4607,62.6%,4615,$1638497.00,3.4%,$223.00,$470.00,$1638497.00,3.6%,$223.00,$470.00,3486,47.3%,$887472.00,1.8%,$121.00,$1180.00,$815986.00,1.8%,$111.00,$1085.00,752,10.2%,239,225.0,14.4%,3574,485
56,KING,530332008.0,200853033.0,2008,53033,$1163139312.00,$1035653405.00,$1147147908.00,$7453.00,$6636.00,$7351.00,$437204998.00,37.6%,$2802.00,$16930.00,$340488677.00,32.9%,$2182.00,$13185.00,"* 25,824",16.6%,258,1337,$6972237.00,0.6%,$45.00,$59087.00,$6245080.00,0.6%,$40.00,$52924.00,118.0,0.1%,1.0,26.0,$13330970.00,1.2%,$85.00,$19750.00,$11363094.00,1.1%,$73.00,$16834.00,675.0,0.4%,5.0,58.0,$108797642.00,9.4%,$697.00,$14610.00,$98806980.00,9.5%,$633.00,$13268.00,7447,4.8%,64,1705,$40716698.00,3.5%,$261.00,$4374.00,$36089181.00,3.5%,$231.00,$3877.00,9309.0,6%,89.0,1141.0,$39334388.00,3.4%,$252.00,$10990.00,$34419546.00,3.3%,$221.00,$9617.00,3579.0,2.3%,24.0,1541.0,$142027552.00,12.2%,$910.00,$1435.00,$136334160.00,13.2%,$874.00,$1377.00,99008,63.4%,4298,$2735885.00,0.2%,$18.00,$378.00,$2557293.00,0.3%,$16.00,$353.00,7241,4.6%,194,$28842437.00,2.5%,$185.00,$21270.00,$27351538.00,2.6%,$175.00,$20171.00,1356.0,0.9%,"* 1,041",$15066664.00,1.3%,$97.00,$746.00,$16077577.00,1.6%,103.02,795.57,20209,13%,222,$102420406.00,8.8%,$656.00,$767.00,$101489158.00,9.8%,$650.00,$760.00,133615,85.6%,10819,$71209562.00,6.1%,$456.00,$817.00,$70044788.00,6.8%,$449.00,$804.00,87150,55.9%,3635,$39151969.00,3.4%,$251.00,$386.00,$40041096.00,3.9%,$257.00,$395.00,101327,64.9%,3549,$26988846.00,2.3%,$173.00,$717.00,$27237399.00,2.6%,$175.00,$724.00,37645,24.1%,1475,$27767815.00,2.4%,$178.00,$247.00,$28297232.00,2.7%,$181.00,$251.00,112621,72.2%,7584,$33736917.00,2.9%,$216.00,$440.00,$33736917.00,3.3%,$216.00,$440.00,76676,49.1%,$13256020.00,1.1%,$85.00,$814.00,$11935144.00,1.2%,$76.00,$733.00,16287,10.4%,279,6760.0,17.9%,86683,555
57,KITSAP,530352008.0,200853035.0,2008,53035,$194609025.00,$180498074.00,$207077266.00,$6851.00,$6355.00,$7290.00,$74668036.00,38.4%,$2629.00,$15880.00,$60756329.00,33.7%,$2139.00,$12921.00,"* 4,702",16.6%,252,1222,,,,,,,,,,,,,$1400599.00,0.7%,$49.00,$23343.00,$1117750.00,0.6%,$39.00,$18629.00,60.0,0.2%,2.0,35.0,$19879542.00,10.2%,$700.00,$13027.00,$18915354.00,10.5%,$666.00,$12395.00,1526,5.4%,72,1801,$5695899.00,2.9%,$201.00,$4388.00,$5271877.00,2.9%,$186.00,$4062.00,1298.0,4.6%,67.0,1049.0,$3464886.00,1.8%,$122.00,$7549.00,$3146880.00,1.7%,$111.00,$6856.00,459.0,1.6%,17.0,753.0,$17645702.00,9.1%,$621.00,$1508.00,$16829344.00,9.3%,$593.00,$1438.00,11701,41.2%,2093,$157620.00,0.1%,$6.00,$395.00,$156751.00,0.1%,$6.00,$393.00,399,1.4%,61,$3500743.00,1.8%,$123.00,$20353.00,$3378238.00,1.9%,$119.00,$19641.00,172.0,0.6%,* 802,$3253956.00,1.7%,$115.00,$724.00,$3454312.00,1.9%,121.61,768.31,4496,15.8%,268,$17909122.00,9.2%,$631.00,$712.00,$18596757.00,10.3%,$655.00,$739.00,25149,88.5%,11152,$13583409.00,7%,$478.00,$795.00,$14054087.00,7.8%,$495.00,$823.00,17083,60.1%,4305,$7941761.00,4.1%,$280.00,$418.00,$8975792.00,5%,$316.00,$472.00,18999,66.9%,3626,$5312112.00,2.7%,$187.00,$710.00,$5333044.00,2.9%,$188.00,$712.00,7486,26.4%,1586,$6493595.00,3.3%,$229.00,$286.00,$6753079.00,3.7%,$238.00,$297.00,22719,80%,11887,$7041593.00,3.6%,$248.00,$464.00,$7041593.00,3.9%,$248.00,$464.00,15186,53.5%,$3371778.00,1.7%,$119.00,$946.00,$3339265.00,1.8%,$118.00,$937.00,3563,12.5%,326,1164.0,17%,15681,552
58,KITTITAS,530372008.0,200853037.0,2008,53037,$28460382.00,$26886429.00,$36332670.00,$6004.00,$5672.00,$7665.00,$10438015.00,36.7%,$2202.00,$14743.00,$8832544.00,32.9%,$1863.00,$12475.00,* 708,14.9%,208,879,,,,,,,,,0.0,0%,0.0,0.0,,,,,,,,,,,,,$2332828.00,8.2%,$492.00,$12960.00,$2249999.00,8.4%,$475.00,$12500.00,180,3.8%,47,1304,$601868.00,2.1%,$127.00,$3858.00,$571471.00,2.1%,$121.00,$3663.00,156.0,3.3%,50.0,821.0,$429279.00,1.5%,$91.00,$6407.00,$397749.00,1.5%,$84.00,$5937.00,67.0,1.4%,15.0,592.0,$5946951.00,20.9%,$1255.00,$1601.00,$5949404.00,22.1%,$1255.00,$1602.00,3714,78.4%,5925,$1221247.00,4.3%,$258.00,$379.00,$1271105.00,4.7%,$268.00,$395.00,3220,67.9%,2707,$291930.00,1%,$62.00,$18246.00,$287275.00,1.1%,$61.00,$17955.00,16.0,0.3%,* 376,$310850.00,1.1%,$66.00,$726.00,$371423.00,1.4%,78.36,867.81,428,9%,172,$1546190.00,5.4%,$326.00,$405.00,$1600782.00,5.9%,$338.00,$420.00,3814,80.5%,5595,$1726234.00,6.1%,$364.00,$735.00,$1776681.00,6.6%,$375.00,$757.00,2348,49.5%,2314,$732581.00,2.6%,$155.00,$239.00,$769084.00,2.9%,$162.00,$250.00,3071,64.8%,2794,$827888.00,2.9%,$175.00,$715.00,$833662.00,3.1%,$176.00,$720.00,1158,24.4%,1572,$566329.00,2%,$119.00,$188.00,$574450.00,2.1%,$121.00,$191.00,3010,63.5%,4673,$413266.00,1.5%,$87.00,$217.00,$413266.00,1.5%,$87.00,$217.00,1902,40.1%,$531849.00,1.9%,$112.00,$1035.00,$453502.00,1.7%,$96.00,$883.00,514,10.8%,235,123.0,12.9%,2538,535
59,KLICKITAT,530392008.0,200853039.0,2008,53039,$25520232.00,$24184167.00,$33978786.00,$7348.00,$6963.00,$9784.00,$9600056.00,37.6%,$2764.00,$16931.00,$8206694.00,33.9%,$2363.00,$14474.00,* 567,16.3%,249,1096,,,,,,,,,0.0,0%,0.0,0.0,$467704.00,1.8%,$135.00,$21259.00,$424735.00,1.8%,$122.00,$19306.00,22.0,0.6%,6.0,79.0,$1499732.00,5.9%,$432.00,$14016.00,$1458817.00,6%,$420.00,$13634.00,107,3.1%,39,789,$1035962.00,4.1%,$298.00,$4317.00,$997615.00,4.1%,$287.00,$4157.00,240.0,6.9%,136.0,1775.0,$648233.00,2.5%,$187.00,$9003.00,$610828.00,2.5%,$176.00,$8484.00,72.0,2.1%,22.0,1268.0,$6365036.00,24.9%,$1833.00,$2334.00,$6164086.00,25.5%,$1775.00,$2260.00,2727,78.5%,5769,$967576.00,3.8%,$279.00,$470.00,$1000391.00,4.1%,$288.00,$486.00,2059,59.3%,3035,$443470.00,1.7%,$128.00,$24637.00,$440095.00,1.8%,$127.00,$24450.00,18.0,0.5%,* 881,$99739.00,0.4%,$29.00,$792.00,$101614.00,0.4%,29.26,806.46,126,3.6%,69,$1120452.00,4.4%,$323.00,$428.00,$1188371.00,4.9%,$342.00,$454.00,2620,75.4%,5405,$1090139.00,4.3%,$314.00,$774.00,$1156041.00,4.8%,$333.00,$821.00,1408,40.5%,1681,$405831.00,1.6%,$117.00,$207.00,$429021.00,1.8%,$124.00,$219.00,1963,56.5%,2268,$753198.00,2.9%,$217.00,$780.00,$755558.00,3.1%,$218.00,$782.00,966,27.8%,2026,$254229.00,1%,$73.00,$149.00,$259837.00,1.1%,$75.00,$153.00,1703,49%,2203,$402705.00,1.6%,$116.00,$455.00,$402705.00,1.7%,$116.00,$455.00,885,25.5%,$170139.00,0.7%,$49.00,$1754.00,$162377.00,0.7%,$47.00,$1674.00,97,2.8%,64,130.0,15.5%,2316,667
60,LEWIS,530412008.0,200853041.0,2008,53041,$80789164.00,$74390086.00,$88933357.00,$7021.00,$6465.00,$7729.00,$31934529.00,39.5%,$2775.00,$15739.00,$26136766.00,35.1%,$2272.00,$12882.00,"* 2,029",17.6%,273,1251,,,,,,,,,,,,,$1664909.00,2.1%,$145.00,$17343.00,$1316857.00,1.8%,$114.00,$13717.00,96.0,0.8%,9.0,95.0,$6251406.00,7.7%,$543.00,$12553.00,$5999620.00,8.1%,$521.00,$12047.00,498,4.3%,56,1251,$2173792.00,2.7%,$189.00,$3445.00,$2088474.00,2.8%,$182.00,$3310.00,631.0,5.5%,81.0,923.0,$2034992.00,2.5%,$177.00,$10710.00,$1897774.00,2.6%,$165.00,$9988.00,190.0,1.7%,17.0,1196.0,$10297609.00,12.8%,$895.00,$1412.00,$9870755.00,13.3%,$858.00,$1354.00,7292,63.4%,3526,$1408846.00,1.7%,$122.00,$276.00,$1469354.00,2%,$128.00,$288.00,5097,44.3%,2006,$1147170.00,1.4%,$100.00,$16870.00,$1118884.00,1.5%,$97.00,$16454.00,68.0,0.6%,* 855,$1023635.00,1.3%,$89.00,$854.00,$1167207.00,1.6%,101.44,974.3,1198,10.4%,210,$5469085.00,6.8%,$475.00,$592.00,$5688110.00,7.6%,$494.00,$616.00,9237,80.3%,7880,$4724777.00,5.9%,$411.00,$824.00,$4922979.00,6.6%,$428.00,$859.00,5734,49.8%,3130,$2313978.00,2.9%,$201.00,$305.00,$2392403.00,3.2%,$208.00,$316.00,7577,65.9%,3544,$3084888.00,3.8%,$268.00,$888.00,$3101339.00,4.2%,$270.00,$893.00,3473,30.2%,2103,$1894413.00,2.3%,$165.00,$237.00,$1946100.00,2.6%,$169.00,$243.00,8006,69.6%,6926,$2640076.00,3.3%,$229.00,$558.00,$2640076.00,3.6%,$229.00,$558.00,4732,41.1%,$1497918.00,1.8%,$130.00,$954.00,$1424997.00,1.9%,$124.00,$908.00,1570,13.7%,335,531.0,17.6%,7430,646
61,LINCOLN,530432008.0,200853043.0,2008,53043,$17753257.00,$16806244.00,$21096492.00,$7918.00,$7496.00,$9410.00,$6129126.00,34.5%,$2734.00,$14663.00,$5146467.00,30.6%,$2295.00,$12312.00,* 418,18.6%,279,1294,,,,,,,,,,,,,$221725.00,1.3%,$99.00,$13858.00,$213343.00,1.3%,$95.00,$13334.00,16.0,0.7%,7.0,83.0,$2690857.00,15.2%,$1200.00,$23197.00,$2639280.00,15.7%,$1177.00,$22752.00,116,5.2%,63,1227,$191237.00,1.1%,$85.00,$3541.00,$179333.00,1.1%,$80.00,$3321.00,54.0,2.4%,35.0,355.0,$123913.00,0.7%,$55.00,$5901.00,$118304.00,0.7%,$53.00,$5634.00,21.0,0.9%,10.0,359.0,$2641482.00,14.9%,$1178.00,$1710.00,$2592484.00,15.4%,$1156.00,$1678.00,1545,68.9%,3975,$836076.00,4.7%,$373.00,$630.00,$874581.00,5.2%,$390.00,$659.00,1328,59.2%,3507,,,,,,,,,,,,$217405.00,1.2%,$97.00,$750.00,$232164.00,1.4%,103.55,800.56,290,12.9%,241,$889334.00,5%,$397.00,$485.00,$922617.00,5.5%,$412.00,$503.00,1834,81.8%,6663,$1038547.00,5.9%,$463.00,$937.00,$1076489.00,6.4%,$480.00,$972.00,1108,49.4%,3244,$606863.00,3.4%,$271.00,$407.00,$648418.00,3.9%,$289.00,$435.00,1491,66.5%,3402,$605067.00,3.4%,$270.00,$887.00,$610014.00,3.6%,$272.00,$894.00,682,30.4%,2401,$292035.00,1.6%,$130.00,$213.00,$301439.00,1.8%,$134.00,$220.00,1371,61.2%,5331,$706772.00,4%,$315.00,$810.00,$706772.00,4.2%,$315.00,$810.00,873,38.9%,$222178.00,1.3%,$99.00,$1654.00,$203549.00,1.2%,$91.00,$1515.00,134,6%,107,87.0,14.9%,1066,475
